Text,Sarcasm Label,clean_text,label
প্লট দেখে মনে হয়েছে একশন কমেডি করতে গেছে গোঁজামিল পাকায় সেটা একশন ও হয় নাই কমেডিও হয় নাই ।,Non-Sarcastic,প্লট দেখে মনে হয়েছে একশন কমেডি করতে গেছে গোঁজামিল পাকায় সেটা একশন ও হয় নাই কমেডিও হয় নাই ।,0
সালার জন্ম থিক না,Non-Sarcastic,সালার জন্ম থিক না,0
শুধু আসবে আসবে দুই মাস ধরে আনিয়ে উঠতে পারলি না জলুর বাচ্চা।,Sarcastic,শুধু আসবে আসবে দুই মাস ধরে আনিয়ে উঠতে পারলি না জলুর বাচ্চা।,1
ডিসাইড করতে করতে তো আইস্ক্রীম গোইলা যাইবো,Sarcastic,ডিসাইড করতে করতে তো আইস্ক্রীম গোইলা যাইবো,1
তুই বহুত বড় নাট্য রে এতো ভন্ডামি তুই কেমনে করছ ।,Sarcastic,তুই বহুত বড় নাট্য রে এতো ভন্ডামি তুই কেমনে করছ ।,1
বানর হইতে পারে,Non-Sarcastic,বানর হইতে পারে,0
এই টার জন্যই আমার প্রেমটা ঠিকানাই ভাই,Sarcastic,এই টার জন্যই আমার প্রেমটা ঠিকানাই ভাই,1
আরেকটু হলে হার্ট এটাক করতাম । এভাবে কেউ ক্রিকেট খেলে নাকি ?,Sarcastic,আরেকটু হলে হার্ট এটাক করতাম । এভাবে কেউ ক্রিকেট খেলে নাকি ?,1
হয়তো এবার বাঘ ভাল্লুক দেখে করোনা পালাবে ?,Sarcastic,হয়তো এবার বাঘ ভাল্লুক দেখে করোনা পালাবে ?,1
নিজের মানসিক শক্তি বাড়ানোর জন্য মাইন্ডফুলনেস বা মেডিটেশনের মতো অনুশীলন সহায়ক হতে পারে,Non-Sarcastic,নিজের মানসিক শক্তি বাড়ানোর জন্য মাইন্ডফুলনেস বা মেডিটেশনের মতো অনুশীলন সহায়ক হতে পারে,0
ভাই আমি এখন ও করি এরকম,Sarcastic,ভাই আমি এখন ও করি এরকম,1
রাইতের বেলা চুরি করতে গিয়ে বেঁচে যাওয়া লোকজন । মুখে কালি দেখেই বুঝে গেছি কে কোন লেভেলের চোর,Sarcastic,রাইতের বেলা চুরি করতে গিয়ে বেঁচে যাওয়া লোকজন । মুখে কালি দেখেই বুঝে গেছি কে কোন লেভেলের চোর,1
আপনারা গুরু আমরা শিষ্য,Non-Sarcastic,আপনারা গুরু আমরা শিষ্য,0
ভাই এদেরকে কেউ পাবনা নিয়ে যা যত টাকা লাগে আমি দিব,Sarcastic,ভাই এদেরকে কেউ পাবনা নিয়ে যা যত টাকা লাগে আমি দিব,1
